time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-2.529411059286851e-07,-2.8651903123549373e-08,10.004091452184575,6.283147241249752,0.00023595106758644846,0.0,-2.2149832882576767e-05,-2.965667217676887e-06,0.13637444599993206,-0.0019345975604740946,0.01082202298402601,0.0,448.12162106278987,449.00023334113183,448.1024675417615,447.94521768490523
0.12000000000000001,-8.910134921678872e-06,-1.2666338033324564e-06,10.015185016137638,1.8806294784567967e-05,0.0008874721069727087,0.0,-0.00033248180857170984,-4.075126521191249e-05,0.23339544535721785,0.006166349511312759,0.010931904998912547,0.0,435.92525670278644,435.93431528807025,435.6985659361407,436.3751894118351
0.18,-4.939075663061833e-05,-1.0284453755668905e-06,10.031806594730106,0.0010804653678722076,0.0011115999897173268,0.0,-0.0010675570803755717,0.0001269141915024457,0.32063602064935814,0.03420021446466996,-0.01730059184393591,0.0,434.201202814251,431.82656987335713,431.610652022454,433.969757961599
0.23999999999999996,-0.00013605456116615845,4.085486220463072e-05,10.056703940922839,0.0033275840756168407,0.0008269651468140182,0.0,-0.001753733066117642,0.0015173613085218858,0.5092095435223433,0.04326875550762416,0.012813053890211772,0.0,463.07664743163633,465.43909666241956,463.9626670990538,464.67458758915933
0.3,-0.0002591110330559417,0.00020221941118415312,10.088079622153595,0.005613724629205841,0.001388582724153764,0.0,-0.002409841787521883,0.004086729702284629,0.5366327812167903,0.024987430752585256,0.00136199003778359,0.0,414.0436726132635,413.03505105000073,414.2918604051604,412.6823730875013
0.36000000000000004,-0.000435006703929803,0.0005794472193054988,10.124978264794553,0.007378976594507591,0.0011757132160692407,0.0,-0.0034487149392798495,0.008668566152524346,0.693238451170215,0.03706986577595252,-0.015831548121787165,0.0,455.1255510745252,453.7476164663541,454.74568436703566,455.7125927993997
0.4200000000000001,-0.0006645521670412134,0.0012769336034214424,10.171640296122108,0.009878612485256788,8.740760791603464e-06,0.0,-0.004085301761220804,0.01484654029667746,0.8620480395714591,0.04954324637837672,-0.027898238932366926,0.0,460.01834409027174,459.0620119600183,457.4337955186105,458.4267283437505
0.48000000000000015,-0.0009046245330941971,0.002346806949513516,10.222853657296238,0.013119182589127476,6.281673775851896,0.0,-0.0037822190370478768,0.021080161069606217,0.8450738334228918,0.061706050473559135,-0.020655013439782058,0.0,397.9319942960163,398.59420216447717,398.8762958469727,399.9876261345104
0.5400000000000001,-0.0010980797104942768,0.003876614334973966,10.275098592081536,0.01648401584917103,6.280349703322942,0.0,-0.0025449985541755385,0.030251075845173968,0.8963796450456376,0.04139827651518985,-0.025054584138932558,0.0,422.4811159537873,422.10160902698186,422.4458622617756,420.6935842122529
0.6000000000000002,-0.0011774964888258284,0.006092392710077732,10.334877555328083,0.01875943399007962,6.279155572839519,0.0,5.287547650693089e-05,0.0438843940541021,1.0960767006946137,0.029868367987630817,-0.01119815743590398,0.0,467.9817234381976,469.0589304104547,468.58605290745663,467.6896027996888
0.6600000000000003,-0.0010819366767559422,0.009150305445751548,10.40519645456955,0.021112947368777668,6.278280347637345,0.0,0.0032154947445534356,0.05827529556684617,1.2477279344429968,0.053342990174093795,-0.022412702193057646,0.0,455.27146876884126,454.3734977613119,452.7252728427582,454.61061547623206
0.7200000000000003,-0.0007392519222637595,0.013277053912790136,10.491433490023109,0.02435543966554743,6.276819489348551,0.0,0.00840547704206404,0.07973432356329183,1.6263689127906051,0.05540276081994778,-0.028528763589541376,0.0,519.6772091441031,519.2483822675786,519.263501408681,519.4094363652204
0.7800000000000004,-0.00011851645928239439,0.018496394414065094,10.588790764675027,0.027553961451573628,6.274640225532952,0.0,0.012446058897170844,0.09452484027732924,1.6188752216496698,0.04875389031982315,-0.06032522896366521,0.0,405.38064646381457,402.5125107756391,404.61722341787663,404.0204109149298
0.8400000000000004,0.0008433432418598316,0.024825099466725987,10.691612151260133,0.031252205773869335,6.271150645394519,0.0,0.020022649663751654,0.11681435113599328,1.808207786798262,0.07951184348249853,-0.054148252320668146,0.0,467.4281075531814,467.90701613583,465.14121758540625,467.545898918196
0.9000000000000005,0.0022908305033363984,0.032459642207883686,10.801917277263318,0.035881028878307575,6.267959803997902,0.0,0.028535274243810624,0.138119042319869,1.8685122552922786,0.07194309496505835,-0.05131326822509505,0.0,426.78557501385643,427.025474265505,428.4241493969646,427.78512746094236
0.9600000000000005,0.0043003196707353366,0.04143675637027114,10.915179093201656,0.03985564436516942,6.264799514896506,0.0,0.03873641214274537,0.16150337442809684,1.9067969571351377,0.051300304009623064,-0.055535399312135796,0.0,420.91702859849653,420.54951280941464,421.235186101282,419.44981167367064
1.0200000000000005,0.0071603994816571105,0.052270439546026864,11.04014614153175,0.04409727780586614,6.2619477693754355,0.0,0.057013355443502625,0.20012354380490366,2.2581118913639457,0.09415962153178806,-0.035026223210705636,0.0,513.4679786596492,514.9196551724666,512.351852287305,515.392467002447
1.0800000000000005,0.010953682904149687,0.06505491847610695,11.175177857889075,0.050128031009573526,6.259465709844136,0.0,0.0696208787317178,0.22652431664777883,2.242943967295499,0.11087977218860079,-0.0587268514430824,0.0,405.282670622645,403.1456148737497,403.40819857568295,404.9248003174817
1.1400000000000006,0.01563833833422396,0.0797142861883199,11.31288266482728,0.05672010536294092,6.255865898549528,0.0,0.0868947440717771,0.2627884671950187,2.346957258481745,0.1077651763721604,-0.06266493659333928,0.0,443.15521477626726,442.82884012211946,443.99120250759904,443.7462832739471
